日期,代码,名称,年管理费率,年托管费率,最新收盘价,60日均线,价格与60日均线关系,均线穿越,周MACD_DIF,周MACD_DEA,周MACD柱,MACD柱转向
2026-02-13,515220,国泰中证煤炭ETF,0.50%,0.10%,1.144,1.0985,≥ 60日均线,,0.0062,0.0061,0.0002,绿转红
2026-02-13,159766,富国中证旅游主题ETF,0.50%,0.10%,0.8,0.7904,≥ 60日均线,,0.0271,0.0254,0.0034,
2026-02-13,551000,博时上证AAA科创债ETF,0.15%,0.05%,100.304,99.8015,≥ 60日均线,,,,,
2026-02-13,515120,广发中证创新药产业ETF,0.50%,0.10%,0.624,0.6446,< 60日均线,,-0.0051,0.0021,-0.0144,
2026-02-13,511120,广发上证AAA科技创新公司债ETF,0.15%,0.05%,100.268,99.8032,≥ 60日均线,,,,,
2026-02-13,159796,汇添富中证电池主题ETF,0.15%,0.05%,0.98,0.9708,≥ 60日均线,,0.0568,0.0717,-0.0299,
2026-02-13,159700,南方中证AAA科技创新公司债ETF,0.15%,0.05%,100.105,99.7268,≥ 60日均线,,,,,
2026-02-13,159396,博时深证基准做市信用债ETF,0.15%,0.05%,101.699,101.1231,≥ 60日均线,,0.2081,0.1443,0.1277,
2026-02-13,515330,天弘沪深300ETF,0.50%,0.10%,1.342,1.3328,≥ 60日均线,,0.0349,0.0403,-0.0109,
2026-02-13,159116,科创债ETF工银,0.15%,0.05%,100.799,100.3298,≥ 60日均线,,,,,
2026-02-13,159363,华宝创业板人工智能ETF,0.50%,0.10%,1.125,1.0101,≥ 60日均线,,0.0602,0.0363,0.0478,
2026-02-13,515230,国泰中证全指软件ETF,0.50%,0.10%,0.945,0.9279,≥ 60日均线,,0.0187,0.0169,0.0038,
2026-02-13,563020,易方达中证红利低波动ETF,0.15%,0.05%,1.188,1.1982,< 60日均线,下穿60日均线,-0.0072,-0.0038,-0.007,
2026-02-13,159783,华夏中证科创创业50ETF,0.15%,0.05%,0.935,0.9284,≥ 60日均线,,0.0563,0.066,-0.0195,
2026-02-13,159948,南方创业板ETF,0.15%,0.05%,3.634,3.5539,≥ 60日均线,,0.1971,0.2208,-0.0475,
2026-02-13,588090,华泰柏瑞上证科创板50成份ETF,0.50%,0.10%,1.514,1.4472,≥ 60日均线,,0.0744,0.0759,-0.0031,
2026-02-13,588190,银华上证科创板100ETF,0.15%,0.05%,1.553,1.4225,≥ 60日均线,,0.1004,0.0897,0.0214,
2026-02-13,159682,景顺长城创业板50ETF,0.15%,0.05%,1.492,1.4775,≥ 60日均线,,0.085,0.0993,-0.0288,
2026-02-13,159566,易方达国证新能源电池ETF,0.50%,0.10%,2.165,2.107,≥ 60日均线,,0.1176,0.14,-0.0448,
2026-02-13,513020,国泰中证港股通科技ETF,0.50%,0.10%,1.097,1.1435,< 60日均线,,-0.0163,-0.0023,-0.0279,
2026-02-13,515210,国泰中证钢铁ETF,0.50%,0.10%,1.513,1.4856,≥ 60日均线,,0.0398,0.0424,-0.0053,
2026-02-13,510230,国泰上证180金融ETF,0.50%,0.10%,1.348,1.3876,< 60日均线,,0.0001,0.0067,-0.0133,
2026-02-13,159865,国泰中证畜牧养殖ETF,0.50%,0.10%,0.617,0.6333,< 60日均线,,0.0003,0.004,-0.0074,
2026-02-13,159801,广发国证半导体芯片ETF,0.50%,0.10%,0.96,0.8984,≥ 60日均线,,0.0591,0.0566,0.005,
2026-02-13,515300,嘉实沪深300红利低波动ETF,0.50%,0.10%,1.291,1.3053,< 60日均线,,-0.0198,-0.0181,-0.0033,
2026-02-13,560530,摩根中证A500ETF,0.15%,0.05%,1.251,1.2171,≥ 60日均线,,0.0429,0.0433,-0.0008,红转绿
2026-02-13,513860,海富通中证港股通科技ETF,0.50%,0.10%,0.701,0.7347,< 60日均线,,-0.0109,-0.0016,-0.0187,
2026-02-13,159993,鹏华国证证券龙头ETF,0.50%,0.10%,1.265,1.2977,< 60日均线,,0.0025,0.0119,-0.0187,
2026-02-13,159115,华安中证AAA科技创新公司债ETF,0.15%,0.05%,100.663,100.232,≥ 60日均线,,,,,
2026-02-13,510100,易方达上证50ETF,0.15%,0.05%,3.036,3.0306,≥ 60日均线,,0.0718,0.0951,-0.0465,
2026-02-13,159611,广发中证全指电力公用事业ETF,0.50%,0.10%,1.024,1.0289,< 60日均线,下穿60日均线,0.0058,0.0091,-0.0066,
2026-02-13,516080,易方达中证创新药产业ETF,0.15%,0.05%,0.658,0.6781,< 60日均线,,-0.0036,0.0038,-0.0149,
2026-02-13,510580,易方达中证500ETF,0.15%,0.05%,4.284,3.9627,≥ 60日均线,,0.2537,0.2226,0.0622,
2026-02-13,159218,招商中证卫星产业ETF,0.50%,0.10%,1.871,1.6892,≥ 60日均线,,0.2274,0.184,0.0868,
2026-02-13,159770,天弘中证机器人ETF,0.50%,0.10%,1.121,1.0533,≥ 60日均线,,0.0365,0.0316,0.0098,
2026-02-13,159353,景顺长城中证A500ETF,0.15%,0.05%,1.25,1.2167,≥ 60日均线,,0.0452,0.0455,-0.0007,红转绿
2026-02-13,159400,景顺长城深证AAA科技创新公司债ETF,0.15%,0.05%,100.711,100.189,≥ 60日均线,,,,,
2026-02-13,512960,博时央企结构调整ETF,0.15%,0.05%,1.482,1.435,≥ 60日均线,,0.0369,0.032,0.0097,
2026-02-13,515100,景顺长城红利低波动100ETF,0.50%,0.10%,1.448,1.4875,< 60日均线,,-0.0225,-0.0109,-0.0232,
2026-02-13,515800,添富中证800ETF,0.15%,0.05%,1.3,1.2649,≥ 60日均线,,0.045,0.0458,-0.0016,红转绿
2026-02-13,512680,广发中证军工ETF,0.50%,0.10%,1.519,1.3951,≥ 60日均线,,0.0918,0.0735,0.0367,
2026-02-13,560610,招商中证A500ETF,0.15%,0.05%,1.21,1.1817,≥ 60日均线,,0.0416,0.0422,-0.0014,红转绿
2026-02-13,159399,国泰富时中国A股自由现金流聚焦ETF,0.50%,0.10%,1.172,1.1652,≥ 60日均线,,0.0253,0.0269,-0.0033,
2026-02-13,510810,汇添富中证上海国企ETF,0.45%,0.10%,0.94,0.9392,≥ 60日均线,,0.0144,0.0165,-0.0041,
2026-02-13,511580,招商中证国债及政策性金融债0-3年ETF,0.15%,0.05%,108.885,108.5106,≥ 60日均线,,0.2099,0.191,0.0379,
2026-02-13,588750,汇添富上证科创板芯片ETF,0.50%,0.10%,1.783,1.6428,≥ 60日均线,,0.1254,0.1195,0.0119,
2026-02-13,515290,天弘中证银行ETF,0.50%,0.10%,1.397,1.4504,< 60日均线,,-0.0148,-0.0038,-0.022,
2026-02-13,513690,博时恒生高股息ETF,0.50%,0.10%,1.161,1.1131,≥ 60日均线,,0.0225,0.0219,0.0011,绿转红
2026-02-13,159549,天弘中证红利低波动100ETF,0.50%,0.10%,1.212,1.211,≥ 60日均线,,0.0063,0.0087,-0.0048,
2026-02-13,159608,广发中证稀有金属主题ETF,0.50%,0.10%,1.225,1.1048,≥ 60日均线,,0.1119,0.1035,0.0169,
2026-02-13,159938,广发中证全指医药卫生ETF,0.50%,0.10%,0.657,0.6695,< 60日均线,,-0.0054,-0.0012,-0.0083,
2026-02-13,561910,招商中证电池主题ETF,0.50%,0.10%,0.836,0.8283,≥ 60日均线,,0.0492,0.062,-0.0257,
2026-02-13,159593,平安中证A50ETF,0.15%,0.05%,1.337,1.3399,< 60日均线,下穿60日均线,0.0259,0.0325,-0.0131,
2026-02-13,515170,华夏中证细分食品饮料主题ETF,0.50%,0.10%,0.546,0.5562,< 60日均线,,-0.009,-0.0077,-0.0027,
2026-02-13,563230,富国中证卫星产业ETF,0.50%,0.10%,1.538,1.389,≥ 60日均线,,,,,
2026-02-13,563300,华泰柏瑞中证2000ETF,0.50%,0.10%,1.503,1.402,≥ 60日均线,,0.0735,0.0628,0.0215,
2026-02-13,159558,易方达中证半导体材料设备主题ETF,0.50%,0.10%,2.149,1.9397,≥ 60日均线,,0.1925,0.1682,0.0485,
2026-02-13,159736,天弘中证食品饮料ETF,0.50%,0.10%,0.683,0.6968,< 60日均线,,-0.0079,-0.0061,-0.0038,
2026-02-13,588050,工银瑞信上证科创板50成份ETF,0.30%,0.05%,1.51,1.4452,≥ 60日均线,,0.0744,0.0761,-0.0034,
2026-02-13,515980,华富中证人工智能产业ETF,0.50%,0.10%,0.935,0.8957,≥ 60日均线,,-0.0455,-0.0567,0.0225,
2026-02-13,159351,嘉实中证A500ETF,0.15%,0.05%,1.243,1.2128,≥ 60日均线,,0.0424,0.0432,-0.0017,红转绿
2026-02-13,511220,海富通上证城投债ETF,0.15%,0.05%,10.277,10.2147,≥ 60日均线,,0.0044,-0.0079,0.0246,
2026-02-13,512890,华泰柏瑞中证红利低波ETF,0.50%,0.10%,1.167,1.1757,< 60日均线,下穿60日均线,-0.0018,0.0019,-0.0075,
2026-02-13,159361,易方达中证A500ETF,0.15%,0.05%,1.259,1.226,≥ 60日均线,,0.0463,0.047,-0.0015,红转绿
2026-02-13,512170,华宝中证医疗ETF,0.50%,0.10%,0.353,0.355,< 60日均线,下穿60日均线,0.0002,0.0009,-0.0015,
2026-02-13,159995,华夏国证半导体芯片ETF,0.50%,0.10%,1.936,1.8119,≥ 60日均线,,0.1206,0.1157,0.0099,
2026-02-13,513090,易方达中证香港证券投资主题ETF,0.15%,0.05%,2.044,2.0782,< 60日均线,,0.0085,0.0328,-0.0485,
2026-02-13,562500,华夏中证机器人ETF,0.50%,0.10%,1.083,1.0177,≥ 60日均线,,0.0357,0.0309,0.0097,
2026-02-13,159819,易方达中证人工智能主题ETF,0.15%,0.05%,1.596,1.5511,≥ 60日均线,,0.1023,0.1098,-0.015,
2026-02-13,159949,华安创业板50ETF,0.50%,0.10%,1.537,1.5227,≥ 60日均线,,0.0876,0.1025,-0.0299,
2026-02-13,511520,富国中债7-10年政策性金融债ETF,0.15%,0.05%,115.776,115.0026,≥ 60日均线,,0.1712,0.0827,0.177,
2026-02-13,510180,华安上证180ETF,0.15%,0.05%,4.162,4.1125,≥ 60日均线,,0.0801,0.0899,-0.0196,
2026-02-13,512480,国联安中证半导体ETF,0.50%,0.10%,1.655,1.5328,≥ 60日均线,,0.1092,0.1014,0.0156,
2026-02-13,511090,鹏扬中债-30年期国债ETF,0.15%,0.05%,115.749,115.1005,≥ 60日均线,,-1.572,-1.6991,0.2543,
2026-02-13,513980,景顺长城中证港股通科技ETF,0.50%,0.10%,0.703,0.735,< 60日均线,,-0.0108,-0.0018,-0.0181,
2026-02-13,159928,汇添富中证主要消费ETF,0.50%,0.10%,0.777,0.7982,< 60日均线,,-0.0127,-0.0087,-0.008,
2026-02-13,511110,易方达上证基准做市公司债ETF,0.15%,0.05%,101.516,100.9076,≥ 60日均线,,0.1845,0.1213,0.1264,
2026-02-13,159516,国泰中证半导体材料设备主题ETF,0.50%,0.10%,1.832,1.6571,≥ 60日均线,,0.1629,0.1425,0.041,
2026-02-13,159112,科创债ETF银华,0.15%,0.05%,100.636,100.2565,≥ 60日均线,,,,,
2026-02-13,512070,易方达沪深300非银ETF,0.50%,0.10%,0.895,0.9087,< 60日均线,,0.017,0.0206,-0.0073,
2026-02-13,551030,鹏华上证AAA科创债ETF,0.15%,0.05%,100.333,99.8883,≥ 60日均线,,,,,
2026-02-13,159600,嘉实中证AAA科技创新公司债ETF,0.15%,0.05%,100.21,99.9082,≥ 60日均线,,,,,
2026-02-13,510880,华泰柏瑞上证红利ETF,0.50%,0.10%,3.137,3.1766,< 60日均线,下穿60日均线,-0.0132,-0.0006,-0.0252,
2026-02-13,159338,国泰中证A500ETF,0.15%,0.05%,1.237,1.2053,≥ 60日均线,,0.0453,0.0461,-0.0016,红转绿
2026-02-13,159636,工银瑞信国证港股通科技30ETF,0.45%,0.07%,0.644,0.8109,< 60日均线,,-0.1969,-0.1512,-0.0914,
2026-02-13,510310,易方达沪深300发起式ETF,0.15%,0.05%,4.522,4.5423,< 60日均线,下穿60日均线,0.0954,0.1245,-0.0581,
2026-02-13,159919,嘉实沪深300ETF,0.15%,0.05%,4.866,4.8562,≥ 60日均线,,0.1052,0.1288,-0.0472,
2026-02-13,510500,南方中证500ETF,0.15%,0.05%,8.373,7.7965,≥ 60日均线,,0.4578,0.4004,0.1149,
2026-02-13,510330,华夏沪深300ETF,0.15%,0.05%,4.862,4.8341,≥ 60日均线,,0.12,0.1384,-0.0368,
2026-02-13,159792,富国中证港股通互联网ETF,0.50%,0.10%,0.834,0.8828,< 60日均线,,-0.0152,-0.0053,-0.0198,
2026-02-13,588000,华夏上证科创板50成份ETF,0.15%,0.05%,1.548,1.4799,≥ 60日均线,,0.0769,0.0783,-0.003,红转绿
2026-02-13,510050,华夏上证50ETF,0.15%,0.05%,3.114,3.1363,< 60日均线,下穿60日均线,0.0425,0.0579,-0.0307,
2026-02-13,511360,海富通中证短融ETF,0.15%,0.05%,113.08,112.8248,≥ 60日均线,,0.2329,0.2304,0.0051,绿转红
2026-02-13,511380,博时可转债ETF,0.15%,0.05%,14.619,13.9567,≥ 60日均线,,0.4397,0.3759,0.1275,
2026-02-13,511030,平安中债债利差因子ETF,0.15%,0.05%,107.158,106.7462,≥ 60日均线,,2.569,3.5765,-2.015,
2026-02-13,159915,易方达创业板ETF,0.15%,0.05%,3.265,3.2052,≥ 60日均线,,0.1792,0.2009,-0.0434,
2026-02-13,588200,嘉实上证科创板芯片ETF,0.50%,0.10%,2.674,2.4629,≥ 60日均线,,0.1917,0.1838,0.0158,
2026-02-13,563360,华泰柏瑞中证A500ETF,0.15%,0.05%,1.305,1.2723,≥ 60日均线,,0.0472,0.0481,-0.0016,红转绿
2026-02-13,588080,易方达上证科创板50ETF,0.15%,0.05%,1.5,1.4331,≥ 60日均线,,0.0724,0.0738,-0.0028,
2026-02-13,159352,南方中证A500ETF,0.15%,0.05%,1.285,1.2529,≥ 60日均线,,0.0459,0.0463,-0.0009,红转绿
2026-02-13,512050,华夏中证A500ETF,0.15%,0.05%,1.229,1.1976,≥ 60日均线,,0.0444,0.0452,-0.0016,红转绿
2026-02-13,512000,华宝券商ETF,0.50%,0.10%,0.562,0.5754,< 60日均线,,-0.0566,-0.0705,0.0278,
2026-02-13,512400,南方中证申万有色金属ETF,0.50%,0.10%,2.193,1.9954,≥ 60日均线,,0.219,0.1959,0.0461,
2026-02-13,159870,鹏华中证细分化工产业ETF,0.50%,0.10%,0.907,0.8247,≥ 60日均线,,0.0662,0.0563,0.0198,
2026-02-13,512100,南方中证1000ETF,0.15%,0.05%,3.285,3.1393,≥ 60日均线,,0.1367,0.1273,0.0188,
2026-02-13,512880,国泰中证全指证券公司ETF,0.50%,0.10%,1.174,1.204,< 60日均线,,-0.0004,0.0079,-0.0166,
2026-02-13,588290,华安上证科创板芯片ETF,0.15%,0.05%,2.619,2.4112,≥ 60日均线,,0.1885,0.1807,0.0156,
2026-02-13,159206,永赢国证商用卫星ETF,0.50%,0.10%,1.798,1.6309,≥ 60日均线,,0.2198,0.1798,0.0802,
2026-02-13,512010,易方达沪深300医药ETF,0.50%,0.10%,0.382,0.3889,< 60日均线,,-0.0045,-0.0016,-0.0057,
2026-02-13,159755,广发国证新能源车电池ETF,0.50%,0.10%,1.088,1.0634,≥ 60日均线,,0.0583,0.07,-0.0234,
2026-02-13,159952,广发创业板ETF,0.15%,0.05%,1.989,1.9514,≥ 60日均线,,0.1079,0.1211,-0.0265,
2026-02-13,551800,国泰中证AAA科技创新公司债ETF,0.15%,0.05%,100.655,100.2453,≥ 60日均线,,,,,
2026-02-13,512800,华宝中证银行ETF,0.50%,0.10%,0.779,0.8085,< 60日均线,,-0.0715,-0.0879,0.0328,
2026-02-13,512980,广发中证传媒ETF,0.50%,0.10%,1.211,1.0808,≥ 60日均线,,0.0725,0.0544,0.0363,
2026-02-13,511180,海富通上证投资级可转债ETF,0.25%,0.05%,13.398,12.9204,≥ 60日均线,,0.3191,0.2756,0.0871,
2026-02-13,563220,富国中证A500ETF,0.15%,0.05%,1.283,1.2505,≥ 60日均线,,0.0467,0.0475,-0.0015,红转绿
2026-02-13,159781,易方达中证科创创业50ETF,0.15%,0.05%,0.93,0.9234,≥ 60日均线,,0.0564,0.066,-0.0191,
2026-02-13,515790,华泰柏瑞中证光伏产业ETF,0.50%,0.10%,1.094,1.0147,≥ 60日均线,,0.0691,0.0641,0.0101,
2026-02-13,511130,博时上证30年期国债ETF,0.15%,0.05%,105.583,104.9222,≥ 60日均线,,-1.065,-1.2249,0.3197,
2026-02-13,551500,易方达中证AAA科技创新公司债ETF,0.15%,0.05%,100.613,100.1048,≥ 60日均线,,,,,
2026-02-13,159397,广发深证基准做市信用债ETF,0.15%,0.05%,101.568,101.0252,≥ 60日均线,,0.199,0.1379,0.1222,
2026-02-13,515070,华夏中证人工智能主题ETF,0.50%,0.10%,2.029,1.9691,≥ 60日均线,,0.1298,0.1389,-0.0183,
2026-02-13,159842,银华中证全指证券公司ETF,0.15%,0.05%,1.114,1.1424,< 60日均线,,-0.0,0.0079,-0.0158,
2026-02-13,511100,华夏上证基准做市国债ETF,0.15%,0.05%,108.135,107.5752,≥ 60日均线,,-0.1663,-0.2302,0.1277,
2026-02-13,159841,天弘中证全指证券公司ETF,0.50%,0.10%,1.064,1.0912,< 60日均线,,-0.0006,0.0069,-0.015,
2026-02-13,159851,华宝中证金融科技主题ETF,0.50%,0.10%,0.84,0.8445,< 60日均线,下穿60日均线,-0.0573,-0.0755,0.0365,
2026-02-13,159395,大成深证基准做市信用债ETF,0.15%,0.05%,101.78,101.2008,≥ 60日均线,,0.1958,0.1333,0.1249,
2026-02-13,551580,泰康中证AAA科技创新公司债ETF,0.15%,0.05%,100.71,100.3889,≥ 60日均线,,,,,
2026-02-13,588220,鹏华上证科创板100ETF,0.15%,0.05%,1.554,1.4255,≥ 60日均线,,0.1004,0.0896,0.0215,
2026-02-13,515180,易方达中证红利ETF,0.15%,0.05%,1.416,1.3858,≥ 60日均线,,0.002,-0.0006,0.0052,
2026-02-13,551520,汇添富中证AAA科创债ETF,0.15%,0.05%,100.426,100.0707,≥ 60日均线,,,,,
2026-02-13,513770,华宝中证港股通互联网ETF,0.50%,0.10%,0.51,0.5412,< 60日均线,,-0.0831,-0.0953,0.0243,
2026-02-13,159201,华夏国证自由现金流ETF,0.15%,0.05%,1.305,1.2366,≥ 60日均线,,0.0566,0.0497,0.0138,
2026-02-13,551900,招商中证AAA科技创新公司债ETF,0.15%,0.05%,100.2,99.7437,≥ 60日均线,,,,,
2026-02-13,511070,南方上证基准做市公司债ETF,0.15%,0.05%,101.097,100.6065,≥ 60日均线,,0.1271,0.0723,0.1097,
2026-02-13,159326,华夏中证电网设备主题ETF,0.50%,0.10%,1.83,1.5792,≥ 60日均线,,0.1389,0.1131,0.0517,
2026-02-13,159530,易方达国证机器人产业ETF,0.50%,0.10%,1.604,1.534,≥ 60日均线,,0.0485,0.0472,0.0026,
2026-02-13,512500,华夏中证500ETF,0.15%,0.05%,4.64,4.2938,≥ 60日均线,,0.2616,0.2258,0.0715,
2026-02-13,516650,华夏细分有色金属产业主题ETF,0.50%,0.10%,2.145,1.959,≥ 60日均线,,0.2148,0.1935,0.0426,
2026-02-13,551560,兴业中证AAA科技创新公司债ETF,0.15%,0.05%,100.385,99.9775,≥ 60日均线,,,,,
2026-02-13,159922,嘉实中证500ETF,0.15%,0.05%,3.328,3.0921,≥ 60日均线,,0.1504,0.1142,0.0724,
2026-02-13,159992,银华中证创新药产业ETF,0.50%,0.05%,0.832,0.8597,< 60日均线,,-0.0069,0.0025,-0.0189,
2026-02-13,159200,富国中证AAA科技创新公司债ETF,0.15%,0.05%,100.577,100.1828,≥ 60日均线,,,,,
2026-02-13,517520,永赢中证沪深港黄金产业股票ETF,0.50%,0.10%,2.482,2.2393,≥ 60日均线,,0.2303,0.1896,0.0813,
2026-02-13,515450,南方红利低波50ETF,0.50%,0.10%,1.41,1.4181,< 60日均线,下穿60日均线,-0.0065,-0.0042,-0.0045,
2026-02-13,515880,国泰中证全指通信设备ETF,0.50%,0.10%,1.046,2.7002,< 60日均线,,-0.0004,0.2248,-0.4505,
2026-02-13,159845,华夏中证1000ETF,0.15%,0.05%,3.385,3.2071,≥ 60日均线,,0.1483,0.1341,0.0285,
2026-02-13,511260,国泰上证10年期国债ETF,0.15%,0.05%,135.258,134.6659,≥ 60日均线,,-0.1551,-0.2315,0.1528,
2026-02-13,511200,华夏上证基准做市公司债ETF,0.15%,0.05%,101.439,100.8989,≥ 60日均线,,0.1488,0.0934,0.1108,
2026-02-13,563800,广发中证A500ETF,0.15%,0.05%,1.232,1.2005,≥ 60日均线,,0.0446,0.0454,-0.0016,红转绿
2026-02-13,560860,万家中证工业有色金属主题ETF,0.50%,0.10%,1.86,1.6535,≥ 60日均线,,0.1952,0.1718,0.0468,
2026-02-13,159852,嘉实中证软件服务ETF,0.50%,0.10%,0.926,0.9039,≥ 60日均线,,0.0193,0.0168,0.0049,
2026-02-13,159869,华夏中证动漫游戏ETF,0.50%,0.10%,1.623,1.5029,≥ 60日均线,,0.0659,0.0579,0.0161,
2026-02-13,551550,华夏中证AAA科技创新公司债ETF,0.15%,0.05%,100.271,99.7756,≥ 60日均线,,,,,
2026-02-13,515900,博时央企创新驱动ETF,0.15%,0.05%,1.709,1.6392,≥ 60日均线,,0.0475,0.0399,0.0153,
2026-02-13,515030,华夏中证新能源汽车ETF,0.50%,0.10%,1.878,1.8462,≥ 60日均线,,0.0964,0.1142,-0.0355,
2026-02-13,159972,鹏华中证5年地债ETF,0.15%,0.05%,117.757,117.2396,≥ 60日均线,,0.3877,0.3479,0.0797,
2026-02-13,515400,富国中证大数据产业ETF,0.50%,0.10%,1.081,0.9927,≥ 60日均线,,0.0318,0.0229,0.0178,
2026-02-13,516970,广发中证基建工程ETF,0.50%,0.10%,1.218,1.2008,≥ 60日均线,,0.0248,0.0243,0.0009,
2026-02-13,588710,科半导体,0.50%,0.10%,1.841,1.6611,≥ 60日均线,,0.1642,0.1442,0.04,
2026-02-13,159147,南方中证电池主题ETF,0.15%,0.05%,,,N/A,,,,,
2026-02-13,512630,广发中证卫星产业ETF,0.50%,0.10%,1.539,1.3889,≥ 60日均线,,,,,
2026-02-13,159840,工银瑞信国证新能源车电池ETF,0.45%,0.07%,0.871,0.8513,≥ 60日均线,,0.0467,0.056,-0.0187,
2026-02-13,516570,易方达中证石化产业ETF,0.15%,0.05%,1.111,0.9977,≥ 60日均线,,0.0783,0.0622,0.0323,
2026-02-13,588300,招商中证科创创业50ETF,0.50%,0.10%,0.959,0.9528,≥ 60日均线,,0.058,0.0677,-0.0194,
2026-02-13,159638,嘉实中证高端装备细分50ETF,0.50%,0.10%,1.133,1.0383,≥ 60日均线,,0.0791,0.0626,0.0329,
2026-02-13,159957,华夏创业板ETF,0.15%,0.05%,2.149,2.1098,≥ 60日均线,,0.1165,0.131,-0.0291,
2026-02-13,588730,易方达上证科创板人工智能ETF,0.50%,0.10%,1.709,1.5213,≥ 60日均线,,0.0968,0.0831,0.0272,
2026-02-13,159360,天弘中证A500ETF,0.15%,0.05%,1.318,1.2809,≥ 60日均线,,0.0492,0.0495,-0.0007,红转绿
2026-02-13,588930,银华上证科创板人工智能ETF,0.50%,0.10%,1.811,1.6161,≥ 60日均线,,0.0995,0.0862,0.0267,
2026-02-13,513200,易方达中证港股通医药卫生综合ETF,0.15%,0.05%,1.125,1.1257,< 60日均线,下穿60日均线,0.0042,0.0165,-0.0247,
2026-02-13,159790,华夏中证内地低碳经济主题ETF,0.50%,0.10%,0.798,0.7799,≥ 60日均线,,0.035,0.0405,-0.011,
2026-02-13,588830,鹏华上证科创板新能源ETF,0.50%,0.10%,1.679,1.5495,≥ 60日均线,,0.0976,0.0883,0.0186,
2026-02-13,517400,国泰中证沪深港黄金产业股票ETF,0.50%,0.10%,1.957,1.7667,≥ 60日均线,,0.1798,0.1476,0.0645,
2026-02-13,588400,嘉实中证科创创业50ETF,0.50%,0.10%,0.94,0.934,≥ 60日均线,,0.0568,0.0664,-0.0192,
2026-02-13,560260,广发中证医疗ETF,0.50%,0.05%,0.89,0.8901,< 60日均线,下穿60日均线,0.001,0.0028,-0.0035,
2026-02-13,159362,工银中证A500ETF,0.15%,0.05%,1.308,1.2711,≥ 60日均线,,0.0502,0.0504,-0.0004,红转绿
2026-02-13,516860,博时金融科技ETF,0.50%,0.10%,1.43,1.4385,< 60日均线,下穿60日均线,0.0087,0.0148,-0.0123,
2026-02-13,517160,南方中证长江保护主题ETF,0.15%,0.05%,0.966,0.9287,≥ 60日均线,,0.0351,0.0352,-0.0004,红转绿
2026-02-13,159263,易方达国证价值100ETF,0.50%,0.10%,1.168,1.1162,≥ 60日均线,,,,,
2026-02-13,515680,嘉实中证央企创新驱动ETF,0.15%,0.05%,1.72,1.6512,≥ 60日均线,,0.0486,0.0411,0.015,
2026-02-13,159258,南方中证机器人ETF,0.50%,0.10%,1.212,1.1377,≥ 60日均线,,,,,
2026-02-13,560780,广发中证半导体材料设备主题ETF,0.50%,0.10%,2.017,1.824,≥ 60日均线,,0.1808,0.1583,0.045,
2026-02-13,515600,广发央企创新ETF,0.15%,0.05%,1.714,1.6431,≥ 60日均线,,0.0481,0.0406,0.0151,
2026-02-13,159157,天弘中证工业有色金属主题ETF,0.50%,0.10%,,,N/A,,,,,
2026-02-13,159129,嘉实中证细分化工产业主题ETF,0.15%,0.05%,1.185,1.0748,≥ 60日均线,,,,,
2026-02-13,159697,鹏华国证石油天然气ETF,0.50%,0.10%,1.341,1.2193,≥ 60日均线,,0.0717,0.0538,0.0359,
2026-02-13,516820,平安医药及医疗器械创新ETF,0.50%,0.10%,0.362,0.3678,< 60日均线,,-0.0034,-0.001,-0.0049,
2026-02-13,159633,易方达中证1000ETF,0.15%,0.05%,3.451,3.2617,≥ 60日均线,,0.1587,0.1428,0.0318,
2026-02-13,589800,易方达上证科创板综合ETF,0.15%,0.05%,1.442,1.3522,≥ 60日均线,,0.0802,0.074,0.0123,
2026-02-13,515010,华夏中证全指证券公司ETF,0.15%,0.05%,1.346,1.3797,< 60日均线,,0.0001,0.0098,-0.0192,
2026-02-13,159601,华夏MSCI中国A50互联互通ETF,0.50%,0.10%,1.046,1.0593,< 60日均线,,0.0311,0.0396,-0.017,
2026-02-13,159875,嘉实中证新能源ETF,0.50%,0.10%,0.72,0.6893,≥ 60日均线,,0.0433,0.0465,-0.0065,
2026-02-13,159267,华安国证航天航空行业ETF,0.50%,0.10%,1.257,1.1473,≥ 60日均线,,,,,
2026-02-13,561550,华泰柏瑞中证500增强策略ETF,0.70%,0.10%,1.401,1.305,≥ 60日均线,,0.0769,0.0702,0.0136,
2026-02-13,159905,工银深证红利ETF,0.50%,0.10%,1.882,1.838,≥ 60日均线,,0.0399,0.0353,0.0092,
2026-02-13,159731,华夏中证石化产业ETF,0.50%,0.10%,1.015,0.9226,≥ 60日均线,,0.0712,0.0572,0.028,
2026-02-13,159215,平安中证A500ETF,0.15%,0.05%,1.308,1.2725,≥ 60日均线,,0.0501,0.0511,-0.0021,红转绿
2026-02-13,517330,易方达中证长江保护主题ETF,0.15%,0.05%,0.977,0.9361,≥ 60日均线,,0.0354,0.036,-0.0012,
2026-02-13,563080,易方达中证A50ETF,0.15%,0.05%,1.342,1.3437,< 60日均线,下穿60日均线,0.0274,0.0336,-0.0123,
2026-02-13,159381,华夏创业板人工智能ETF,0.15%,0.05%,2.126,1.9094,≥ 60日均线,,0.2033,0.1881,0.0304,
2026-02-13,516350,易方达中证芯片产业ETF,0.15%,0.05%,1.34,1.2497,≥ 60日均线,,0.0869,0.0826,0.0087,
2026-02-13,159356,万家中证A500ETF,0.15%,0.05%,1.291,1.2559,≥ 60日均线,,0.0476,0.0479,-0.0006,红转绿
